project_id,question_id,respondent_id,response
18058,A2,209,1
18058,A2,210,1
18058,A2,213,2
18058,A2,215,2
18058,A2,217,1
18058,A2,221,2
18058,A2,222,1
18058,A2,223,3
18058,A2,228,1
18058,A2,229,1
18058,A2,231,2
18058,A2,232,2
18058,A2,233,1
18058,A2,236,2
18058,A2,238,1
18058,A2,240,2
18058,A2,241,2
18058,A2,243,2
18058,A2,244,2
18058,A2,246,1
18058,A2,250,1
18058,A2,251,2
18058,A2,255,1
18058,A2,256,2
18058,A2,259,2
18058,A2,260,2
18058,A2,266,4
18058,A2,269,1
18058,A2,270,2
18058,A2,281,2
18058,A2,285,2
18058,A2,286,2
18058,A2,287,2
18058,A2,289,2
18058,A2,291,3
18058,A2,295,1
18058,A2,297,3
18058,A2,300,2
18058,A2,301,3
18058,A2,304,1
18058,A2,306,2
18058,A2,307,2
18058,A2,309,1
18058,A2,310,1
18058,A2,311,1
18058,A2,313,2
18058,A2,314,1
18058,A2,315,2
18058,A2,322,2
18058,A2,330,2
18058,A2,335,4
18058,A2,336,2
18058,A2,337,1
18058,A2,338,2
18058,A2,339,4
18058,A2,341,2
18058,A2,343,2
18058,A2,346,1
18058,A2,349,1
18058,A2,350,2
18058,A2,352,2
18058,A2,353,2
18058,A2,354,1
18058,A2,356,2
18058,A2,357,4
18058,A2,360,2
18058,A2,361,2
18058,A2,362,2
18058,A2,364,1
18058,A2,365,1
18058,A2,367,2
18058,A2,369,2
18058,A2,370,2
18058,A2,371,2
18058,A2,373,2
18058,A2,374,2
18058,A2,375,2
18058,A2,378,2
18058,A2,379,1
18058,A2,380,2
18058,A2,381,1
18058,A2,386,2
18058,A2,389,2
18058,A2,390,1
18058,A2,391,1
18058,A2,393,1
18058,A2,394,2
18058,A2,395,2
18058,A2,396,2
18058,A2,397,1
18058,A2,399,1
18058,A2,401,1
18058,A2,402,2
18058,A20,5,1
18058,A20,6,4
18058,A20,10,2
18058,A20,11,5
18058,A20,12,1
18058,A20,13,2
18058,A20,18,1
18058,A20,19,5
18058,A20,21,5
18058,A20,22,1
18058,A20,25,4
18058,A20,27,2
18058,A20,28,4
18058,A20,29,4
18058,A20,30,5
18058,A20,32,2
18058,A20,37,5
18058,A20,39,1
18058,A20,40,4
18058,A20,41,2
18058,A20,45,5
18058,A20,46,5
18058,A20,47,4
18058,A20,48,4
18058,A20,51,2
18058,A20,53,3
18058,A20,57,2
18058,A20,64,5
18058,A20,65,5
18058,A20,66,4
18058,A20,68,1
18058,A20,69,5
18058,A20,75,1
18058,A20,77,5
18058,A20,79,5
18058,A20,81,1
18058,A20,82,2
18058,A20,89,2
18058,A20,90,5
18058,A20,94,5
18058,A20,96,3
18058,A20,97,2
18058,A20,98,5
18058,A20,100,5
18058,A20,103,1
18058,A20,104,3
18058,A20,106,3
18058,A20,107,3
18058,A20,108,2
18058,A20,110,2
18058,A20,112,5
18058,A20,114,4
18058,A20,119,5
18058,A20,120,5
18058,A20,126,4
18058,A20,127,1
18058,A20,128,5
18058,A20,129,2
18058,A20,132,2
18058,A20,134,5
18058,A20,135,1
18058,A20,136,3
18058,A20,137,1
18058,A20,141,3
18058,A20,144,4
18058,A20,146,2
18058,A20,147,5
18058,A20,149,3
18058,A20,150,5
18058,A20,151,2
18058,A20,155,2
18058,A20,157,5
18058,A20,159,5
18058,A20,160,4
18058,A20,162,1
18058,A20,163,4
18058,A20,164,4
18058,A20,165,5
18058,A20,169,1
18058,A20,170,2
18058,A20,171,5
18058,A20,172,2
18058,A20,175,5
18058,A20,176,2
18058,A20,178,5
18058,A20,179,5
18058,A20,182,4
18058,A20,184,1
18058,A20,185,5
18058,A20,186,5
18058,A20,188,5
18058,A20,189,2
18058,A20,190,4
18058,A20,191,1
18058,A20,195,4
18058,A20,196,5
18058,A20,197,2
18058,A20,199,4
18058,A20,204,4
18058,A20,207,2
18058,A20,209,1
18058,A20,210,5
18058,A20,213,5
18058,A20,215,2
18058,A20,217,5
18058,A20,221,2
18058,A20,222,2
18058,A20,223,5
18058,A20,228,1
18058,A20,229,5
18058,A20,231,5
18058,A20,232,5
18058,A20,233,5
18058,A20,236,5
18058,A20,238,2
18058,A20,240,2
18058,A20,241,2
18058,A20,243,1
18058,A20,244,1
18058,A20,246,5
18058,A20,250,5
18058,A20,251,1
18058,A20,255,2
18058,A20,256,1
18058,A20,259,5
18058,A20,260,4
18058,A20,266,5
18058,A20,269,5
18058,A20,270,1
18058,A20,281,3
18058,A20,285,1
18058,A20,286,5
18058,A20,287,1
18058,A20,289,5
18058,A20,291,5
18058,A20,295,4
18058,A20,297,2
18058,A20,300,5
18058,A20,301,2
18058,A20,304,4
18058,A20,306,2
18058,A20,307,1
18058,A20,309,2
18058,A20,310,2
18058,A20,311,5
18058,A20,313,1
18058,A20,314,4
18058,A20,315,1
18058,A20,322,2
18058,A20,330,1
18058,A20,335,2
18058,A20,336,5
18058,A20,337,3
18058,A20,338,2
18058,A20,339,5
18058,A20,341,2
18058,A20,343,1
18058,A20,346,5
18058,A20,349,1
18058,A20,350,1
18058,A20,352,2
18058,A20,353,1
18058,A20,354,3
18058,A20,356,1
18058,A20,357,5
18058,A20,360,2
18058,A20,361,5
18058,A20,362,1
18058,A20,364,1
18058,A20,365,4
18058,A20,367,2
18058,A20,369,1
18058,A20,370,1
18058,A20,371,2
18058,A20,373,2
18058,A20,374,1
18058,A20,375,1
18058,A20,378,1
18058,A20,379,5
18058,A20,380,5
18058,A20,381,4
18058,A20,386,5
18058,A20,389,5
18058,A20,390,5
18058,A20,391,3
18058,A20,393,1
18058,A20,394,1
18058,A20,395,5
18058,A20,396,2
18058,A20,397,1
18058,A20,399,5
18058,A20,401,4
18058,A20,402,1
18058,A21,5,2
18058,A21,6,4
18058,A21,10,1
18058,A21,11,5
18058,A21,12,2
18058,A21,13,2
18058,A21,18,1
18058,A21,19,5
18058,A21,21,1
18058,A21,22,1
18058,A21,25,4
18058,A21,27,2
18058,A21,28,3
18058,A21,29,4
18058,A21,30,1
18058,A21,32,1
18058,A21,37,5
18058,A21,39,1
18058,A21,40,4
18058,A21,41,2
18058,A21,45,5
18058,A21,46,5
18058,A21,47,5
18058,A21,48,4
18058,A21,51,2
18058,A21,53,3
18058,A21,57,2
18058,A21,64,3
18058,A21,65,4
18058,A21,66,4
18058,A21,68,2
18058,A21,69,2
18058,A21,75,1
18058,A21,77,5
18058,A21,79,3
18058,A21,81,2
18058,A21,82,3
18058,A21,89,5
18058,A21,90,2
18058,A21,94,2
18058,A21,96,3
18058,A21,97,3
18058,A21,98,5
18058,A21,100,5
18058,A21,103,1
18058,A21,104,2
18058,A21,106,4
18058,A21,107,4
18058,A21,108,2
18058,A21,110,3
18058,A21,112,2
18058,A21,114,4
18058,A21,119,1
18058,A21,120,5
18058,A21,126,2
18058,A21,127,2
18058,A21,128,2
18058,A21,129,2
18058,A21,132,2
18058,A21,134,5
18058,A21,135,1
18058,A21,136,4
18058,A21,137,2
18058,A21,141,3
18058,A21,144,4
18058,A21,146,2
18058,A21,147,4
18058,A21,149,2
18058,A21,150,5
18058,A21,151,3
18058,A21,155,3
18058,A21,157,5
18058,A21,159,5
18058,A21,160,4
18058,A21,162,2
18058,A21,163,4
18058,A21,164,4
18058,A21,165,1
18058,A21,169,1
18058,A21,170,2
18058,A21,171,2
18058,A21,172,1
18058,A21,175,5
18058,A21,176,2
18058,A21,178,5
18058,A21,179,1
18058,A21,182,5
18058,A21,184,2
18058,A21,185,5
18058,A21,186,5
18058,A21,188,5
18058,A21,189,2
18058,A21,190,2
18058,A21,191,1
18058,A21,195,4
18058,A21,196,5
18058,A21,197,2
18058,A21,199,4
18058,A21,204,4
18058,A21,207,3
18058,A21,209,2
18058,A21,210,5
18058,A21,213,2
18058,A21,215,5
18058,A21,217,5
18058,A21,221,2
18058,A21,222,4
18058,A21,223,5
18058,A21,228,1
18058,A21,229,4
18058,A21,231,5
18058,A21,232,2
18058,A21,233,5
18058,A21,236,2
18058,A21,238,3
18058,A21,240,1
18058,A21,241,2
18058,A21,243,5
18058,A21,244,2
18058,A21,246,3
18058,A21,250,5
18058,A21,251,2
18058,A21,255,4
18058,A21,256,1
18058,A21,259,5
18058,A21,260,4
18058,A21,266,5
18058,A21,269,4
18058,A21,270,1
18058,A21,281,2
18058,A21,285,1
18058,A21,286,1
18058,A21,287,3
18058,A21,289,2
18058,A21,291,5
18058,A21,295,4
18058,A21,297,3
18058,A21,300,5
18058,A21,301,3
18058,A21,304,4
18058,A21,306,2
18058,A21,307,1
18058,A21,309,2
18058,A21,310,4
18058,A21,311,3
18058,A21,313,1
18058,A21,314,4
18058,A21,315,2
18058,A21,322,3
18058,A21,330,5
18058,A21,335,2
18058,A21,336,5
18058,A21,337,4
18058,A21,338,2
18058,A21,339,2
18058,A21,341,1
18058,A21,343,2
18058,A21,346,5
18058,A21,349,2
18058,A21,350,1
18058,A21,352,2
18058,A21,353,2
18058,A21,354,4
18058,A21,356,2
18058,A21,357,5
18058,A21,360,3
18058,A21,361,5
18058,A21,362,1
18058,A21,364,2
18058,A21,365,4
18058,A21,367,2
18058,A21,369,1
18058,A21,370,1
18058,A21,371,5
18058,A21,373,2
18058,A21,374,2
18058,A21,375,2
18058,A21,378,1
18058,A21,379,5
18058,A21,380,2
18058,A21,381,4
18058,A21,386,2
18058,A21,389,5
18058,A21,390,5
18058,A21,391,4
18058,A21,393,1
18058,A21,394,2
18058,A21,395,4
18058,A21,396,2
18058,A21,397,5
18058,A21,399,5
18058,A21,401,4
18058,A21,402,4
18058,A22,5,2
18058,A22,6,1
18058,A22,10,4
18058,A22,11,5
18058,A22,12,4
18058,A22,13,5
18058,A22,18,2
18058,A22,19,1
18058,A22,21,3
18058,A22,22,4
18058,A22,25,1
18058,A22,27,1
18058,A22,28,1
18058,A22,29,3
18058,A22,30,4
18058,A22,32,5
18058,A22,37,5
18058,A22,39,1
18058,A22,40,1
18058,A22,41,3
18058,A22,45,5
18058,A22,46,5
18058,A22,47,1
18058,A22,48,1
18058,A22,51,2
18058,A22,53,1
18058,A22,57,2
18058,A22,64,4
18058,A22,65,1
18058,A22,66,5
18058,A22,68,1
18058,A22,69,5
18058,A22,75,2
18058,A22,77,5
18058,A22,79,2
18058,A22,81,4
18058,A22,82,1
18058,A22,89,2
18058,A22,90,3
18058,A22,94,3
18058,A22,96,1
18058,A22,97,1
18058,A22,98,5
18058,A22,100,5
18058,A22,103,1
18058,A22,104,1
18058,A22,106,1
18058,A22,107,1
18058,A22,108,4
18058,A22,110,1
18058,A22,112,2
18058,A22,114,2
18058,A22,119,1
18058,A22,120,1
18058,A22,126,2
18058,A22,127,3
18058,A22,128,3
18058,A22,129,4
18058,A22,132,2
18058,A22,134,5
18058,A22,135,1
18058,A22,136,5
18058,A22,137,2
18058,A22,141,1
18058,A22,144,5
18058,A22,146,2
18058,A22,147,1
18058,A22,149,1
18058,A22,150,5
18058,A22,151,1
18058,A22,155,1
18058,A22,157,1
18058,A22,159,5
18058,A22,160,1
18058,A22,162,4
18058,A22,163,1
18058,A22,164,1
18058,A22,165,2
18058,A22,169,5
18058,A22,170,2
18058,A22,171,4
18058,A22,172,1
18058,A22,175,5
18058,A22,176,2
18058,A22,178,5
18058,A22,179,1
18058,A22,182,1
18058,A22,184,2
18058,A22,185,2
18058,A22,186,5
18058,A22,188,1
18058,A22,189,3
18058,A22,190,1
18058,A22,191,4
18058,A22,195,5
18058,A22,196,3
18058,A22,197,1
18058,A22,199,1
18058,A22,204,5
18058,A22,207,2
18058,A22,209,2
18058,A22,210,1
18058,A22,213,5
18058,A22,215,1
18058,A22,217,5
18058,A22,221,5
18058,A22,222,5
18058,A22,223,5
18058,A22,228,1
18058,A22,229,5
18058,A22,231,2
18058,A22,232,1
18058,A22,233,5
18058,A22,236,3
18058,A22,238,3
18058,A22,240,4
18058,A22,241,2
18058,A22,243,4
18058,A22,244,4
18058,A22,246,5
18058,A22,250,4
18058,A22,251,3
18058,A22,255,1
18058,A22,256,2
18058,A22,259,5
18058,A22,260,4
18058,A22,266,5
18058,A22,269,1
18058,A22,270,3
18058,A22,281,1
18058,A22,285,2
18058,A22,286,1
18058,A22,287,5
18058,A22,289,5
18058,A22,291,5
18058,A22,295,4
18058,A22,297,2
18058,A22,300,5
18058,A22,301,2
18058,A22,304,1
18058,A22,306,2
18058,A22,307,2
18058,A22,309,2
18058,A22,310,1
18058,A22,311,1
18058,A22,313,3
18058,A22,314,1
18058,A22,315,1
18058,A22,322,1
18058,A22,330,3
18058,A22,335,4
18058,A22,336,5
18058,A22,337,4
18058,A22,338,2
18058,A22,339,5
18058,A22,341,1
18058,A22,343,2
18058,A22,346,5
18058,A22,349,2
18058,A22,350,3
18058,A22,352,2
18058,A22,353,2
18058,A22,354,1
18058,A22,356,3
18058,A22,357,2
18058,A22,360,5
18058,A22,361,5
18058,A22,362,2
18058,A22,364,2
18058,A22,365,1
18058,A22,367,1
18058,A22,369,2
18058,A22,370,3
18058,A22,371,1
18058,A22,373,2
18058,A22,374,3
18058,A22,375,2
18058,A22,378,3
18058,A22,379,5
18058,A22,380,3
18058,A22,381,4
18058,A22,386,4
18058,A22,389,5
18058,A22,390,5
18058,A22,391,3
18058,A22,393,4
18058,A22,394,4
18058,A22,395,5
18058,A22,396,1
18058,A22,397,4
18058,A22,399,5
18058,A22,401,1
18058,A22,402,4
18058,A5,5,2
18058,A5,6,4
18058,A5,10,2
18058,A5,11,2
18058,A5,12,3
18058,A5,13,1
18058,A5,18,3
18058,A5,19,4
18058,A5,21,1
18058,A5,22,1
18058,A5,25,4
18058,A5,27,4
18058,A5,28,4
18058,A5,29,3
18058,A5,30,2
18058,A5,32,1
18058,A5,37,4
18058,A5,39,1
18058,A5,40,4
18058,A5,41,2
18058,A5,45,2
18058,A5,46,5
18058,A5,47,2
18058,A5,48,4
18058,A5,51,2
18058,A5,53,4
18058,A5,57,3
18058,A5,64,3
18058,A5,65,4
18058,A5,66,4
18058,A5,68,2
18058,A5,69,2
18058,A5,75,2
18058,A5,77,4
18058,A5,79,4
18058,A5,81,3
18058,A5,82,3
18058,A5,89,4
18058,A5,90,2
18058,A5,94,2
18058,A5,96,3
18058,A5,97,4
18058,A5,98,2
18058,A5,100,4
18058,A5,103,1
18058,A5,104,4
18058,A5,106,4
18058,A5,107,4
18058,A5,108,2
18058,A5,110,3
18058,A5,112,4
18058,A5,114,4
18058,A5,119,4
18058,A5,120,1
18058,A5,126,3
18058,A5,127,2
18058,A5,128,2
18058,A5,129,4
18058,A5,132,2
18058,A5,134,4
18058,A5,135,1
18058,A5,136,4
18058,A5,137,2
18058,A5,141,4
18058,A5,144,4
18058,A5,146,2
18058,A5,147,4
18058,A5,149,4
18058,A5,150,7
18058,A5,151,4
18058,A5,155,5
18058,A5,157,4
18058,A5,159,4
18058,A5,160,4
18058,A5,162,2
18058,A5,163,4
18058,A5,164,4
18058,A5,165,1
18058,A5,169,2
18058,A5,170,2
18058,A5,171,7
18058,A5,172,4
18058,A5,175,6
18058,A5,176,2
18058,A5,178,3
18058,A5,179,1
18058,A5,182,4
18058,A5,184,1
18058,A5,185,3
18058,A5,186,3
18058,A5,188,4
18058,A5,189,2
18058,A5,190,4
18058,A5,191,1
18058,A5,195,4
18058,A5,196,1
18058,A5,197,2
18058,A5,199,4
18058,A5,204,3
18058,A5,207,3
18058,A5,209,4
18058,A5,210,3
18058,A5,213,2
18058,A5,215,7
18058,A5,217,7
18058,A5,221,1
18058,A5,222,4
18058,A5,223,2
18058,A5,228,4
18058,A5,229,3
18058,A5,231,5
18058,A5,232,2
18058,A5,233,4
18058,A5,236,1
18058,A5,238,4
18058,A5,240,1
18058,A5,241,7
18058,A5,243,1
18058,A5,244,2
18058,A5,246,4
18058,A5,250,4
18058,A5,251,2
18058,A5,255,4
18058,A5,256,7
18058,A5,259,2
18058,A5,260,4
18058,A5,266,7
18058,A5,269,4
18058,A5,270,1
18058,A5,281,3
18058,A5,285,2
18058,A5,286,1
18058,A5,287,5
18058,A5,289,2
18058,A5,291,3
18058,A5,295,4
18058,A5,297,2
18058,A5,300,2
18058,A5,301,3
18058,A5,304,4
18058,A5,306,7
18058,A5,307,1
18058,A5,309,1
18058,A5,310,4
18058,A5,311,4
18058,A5,313,2
18058,A5,314,4
18058,A5,315,4
18058,A5,322,4
18058,A5,330,2
18058,A5,335,2
18058,A5,336,1
18058,A5,337,4
18058,A5,338,2
18058,A5,339,2
18058,A5,341,1
18058,A5,343,5
18058,A5,346,1
18058,A5,349,2
18058,A5,350,2
18058,A5,352,2
18058,A5,353,2
18058,A5,354,4
18058,A5,356,1
18058,A5,357,2
18058,A5,360,3
18058,A5,361,1
18058,A5,362,1
18058,A5,364,3
18058,A5,365,4
18058,A5,367,2
18058,A5,369,1
18058,A5,370,1
18058,A5,371,1
18058,A5,373,1
18058,A5,374,2
18058,A5,375,2
18058,A5,378,2
18058,A5,379,3
18058,A5,380,2
18058,A5,381,5
18058,A5,386,2
18058,A5,389,2
18058,A5,390,4
18058,A5,391,3
18058,A5,393,2
18058,A5,394,5
18058,A5,395,4
18058,A5,396,1
18058,A5,397,4
18058,A5,399,4
18058,A5,401,4
18058,A5,402,4
18058,B19,1,2
18058,B19,2,2
18058,B19,3,2
18058,B19,4,1
18058,B19,7,5
18058,B19,8,4
18058,B19,9,2
18058,B19,14,3
18058,B19,15,5
18058,B19,16,2
18058,B19,17,2
18058,B19,20,5
18058,B19,23,1
18058,B19,24,3
18058,B19,26,2
18058,B19,31,2
18058,B19,33,1
18058,B19,34,1
18058,B19,35,3
18058,B19,36,4
18058,B19,38,4
18058,B19,42,4
18058,B19,43,4
18058,B19,44,2
18058,B19,49,4
18058,B19,50,2
18058,B19,52,4
18058,B19,54,4
18058,B19,55,5
18058,B19,56,4
18058,B19,58,4
18058,B19,59,2
18058,B19,60,3
18058,B19,61,2
18058,B19,62,5
18058,B19,63,2
18058,B19,67,1
18058,B19,70,3
18058,B19,71,4
18058,B19,72,5
18058,B19,73,4
18058,B19,74,2
18058,B19,76,1
18058,B19,78,2
18058,B19,80,1
18058,B19,83,1
18058,B19,84,2
18058,B19,85,4
18058,B19,86,2
18058,B19,87,4
18058,B19,88,2
18058,B19,91,4
18058,B19,92,2
18058,B19,93,2
18058,B19,95,2
18058,B19,99,4
18058,B19,101,4
18058,B19,102,5
18058,B19,105,3
18058,B19,109,1
18058,B19,111,4
18058,B19,113,3
18058,B19,115,3
18058,B19,116,4
18058,B19,117,2
18058,B19,118,2
18058,B19,121,4
18058,B19,122,4
18058,B19,123,4
18058,B19,124,4
18058,B19,125,1
18058,B19,130,4
18058,B19,131,3
18058,B19,133,5
18058,B19,138,4
18058,B19,139,3
18058,B19,140,1
18058,B19,142,2
18058,B19,143,4
18058,B19,145,5
18058,B19,148,2
18058,B19,152,4
18058,B19,153,5
18058,B19,154,2
18058,B19,156,4
18058,B19,158,1
18058,B19,161,1
18058,B19,166,3
18058,B19,167,5
18058,B19,168,5
18058,B19,173,2
18058,B19,174,3
18058,B19,177,1
18058,B19,180,2
18058,B19,181,2
18058,B19,183,2
18058,B19,187,5
18058,B19,192,4
18058,B19,193,2
18058,B19,194,2
18058,B19,198,2
18058,B19,200,2
18058,B19,201,4
18058,B19,202,2
18058,B19,203,2
18058,B19,205,5
18058,B19,206,2
18058,B19,208,2
18058,B19,211,2
18058,B19,212,3
18058,B19,214,4
18058,B19,216,5
18058,B19,218,3
18058,B19,219,5
18058,B19,220,4
18058,B19,224,1
18058,B19,225,2
18058,B19,226,1
18058,B19,227,5
18058,B19,230,2
18058,B19,234,2
18058,B19,235,4
18058,B19,237,2
18058,B19,239,5
18058,B19,242,5
18058,B19,245,2
18058,B19,247,5
18058,B19,248,1
18058,B19,249,2
18058,B19,252,4
18058,B19,253,1
18058,B19,254,2
18058,B19,257,2
18058,B19,258,2
18058,B19,261,4
18058,B19,262,2
18058,B19,263,5
18058,B19,264,2
18058,B19,265,3
18058,B19,267,5
18058,B19,268,1
18058,B19,271,3
18058,B19,272,2
18058,B19,273,2
18058,B19,274,2
18058,B19,275,5
18058,B19,276,4
18058,B19,277,2
18058,B19,278,5
18058,B19,279,3
18058,B19,280,2
18058,B19,282,1
18058,B19,283,1
18058,B19,284,3
18058,B19,288,1
18058,B19,290,4
18058,B19,292,3
18058,B19,293,2
18058,B19,294,3
18058,B19,296,5
18058,B19,298,1
18058,B19,299,1
18058,B19,302,3
18058,B19,303,2
18058,B19,305,1
18058,B19,308,4
18058,B19,312,4
18058,B19,316,2
18058,B19,317,5
18058,B19,318,5
18058,B19,319,4
18058,B19,320,2
18058,B19,321,3
18058,B19,323,1
18058,B19,324,4
18058,B19,325,4
18058,B19,326,4
18058,B19,327,5
18058,B19,328,4
18058,B19,329,2
18058,B19,331,1
18058,B19,332,1
18058,B19,333,2
18058,B19,334,5
18058,B19,340,5
18058,B19,342,3
18058,B19,344,1
18058,B19,345,5
18058,B19,347,5
18058,B19,348,2
18058,B19,351,2
18058,B19,355,2
18058,B19,358,2
18058,B19,359,1
18058,B19,363,3
18058,B19,366,2
18058,B19,368,4
18058,B19,372,2
18058,B19,376,5
18058,B19,377,2
18058,B19,382,4
18058,B19,383,2
18058,B19,384,1
18058,B19,385,2
18058,B19,387,5
18058,B19,388,5
18058,B19,392,2
18058,B19,398,1
18058,B19,400,5
18058,B19,403,2
18058,B2,1,2
18058,B2,2,2
18058,B2,3,1
18058,B2,4,3
18058,B2,7,3
18058,B2,8,2
18058,B2,9,2
18058,B2,14,2
18058,B2,15,1
18058,B2,16,1
18058,B2,17,1
18058,B2,20,2
18058,B2,23,1
18058,B2,24,1
18058,B2,26,2
18058,B2,31,2
18058,B2,33,1
18058,B2,34,3
18058,B2,35,2
18058,B2,36,2
18058,B2,38,2
18058,B2,42,3
18058,B2,43,2
18058,B2,44,3
18058,B2,49,2
18058,B2,50,1
18058,B2,52,1
18058,B2,54,2
